"fund_id","trade_date","nav_unit"
"513050","2022-03-03 00:00:00","1.0599"
"513050","2022-03-02 00:00:00","1.0936"
"513050","2022-03-01 00:00:00","1.1031"
"513050","2022-02-28 00:00:00","1.0901"
"513050","2022-02-25 00:00:00","1.1034"
"513050","2022-02-24 00:00:00","1.1026"
"513050","2022-02-23 00:00:00","1.126"
"513050","2022-02-22 00:00:00","1.1353"
"513050","2022-02-21 00:00:00","1.1662"
"513050","2022-02-18 00:00:00","1.1944"
"513050","2022-02-17 00:00:00","1.2545"
"513050","2022-02-16 00:00:00","1.2575"
"513050","2022-02-15 00:00:00","1.2513"
"513050","2022-02-14 00:00:00","1.2376"
"513050","2022-02-11 00:00:00","1.2533"
"513050","2022-02-10 00:00:00","1.2787"
"513050","2022-02-09 00:00:00","1.2835"
"513050","2022-02-08 00:00:00","1.2385"
"513050","2022-02-07 00:00:00","1.2214"
"513050","2022-01-28 00:00:00","1.1796"
"513050","2022-01-27 00:00:00","1.1643"
"513050","2022-01-26 00:00:00","1.2034"
"513050","2022-01-25 00:00:00","1.2227"
"513050","2022-01-24 00:00:00","1.2371"
"513050","2022-01-21 00:00:00","1.265"
"513050","2022-01-20 00:00:00","1.292"
"513050","2022-01-19 00:00:00","1.2281"
"513050","2022-01-18 00:00:00","1.2253"
"513050","2022-01-17 00:00:00","1.2476"
"513050","2022-01-14 00:00:00","1.2597"
"513050","2022-01-13 00:00:00","1.2562"
"513050","2022-01-12 00:00:00","1.2948"
"513050","2022-01-11 00:00:00","1.2454"
"513050","2022-01-10 00:00:00","1.2137"
"513050","2022-01-07 00:00:00","1.2022"
"513050","2022-01-06 00:00:00","1.1785"
"513050","2022-01-05 00:00:00","1.1433"
"513050","2022-01-04 00:00:00","1.186"
"513050","2021-12-31 00:00:00","1.2147"
"513050","2021-12-30 00:00:00","1.2061"
"513050","2021-12-29 00:00:00","1.1565"
"513050","2021-12-28 00:00:00","1.1849"
"513050","2021-12-27 00:00:00","1.2028"
"513050","2021-12-24 00:00:00","1.2094"
"513050","2021-12-23 00:00:00","1.2105"
"513050","2021-12-22 00:00:00","1.2044"
"513050","2021-12-21 00:00:00","1.2148"
"513050","2021-12-20 00:00:00","1.1622"
"513050","2021-12-17 00:00:00","1.2027"
"513050","2021-12-16 00:00:00","1.2242"
"513050","2021-12-15 00:00:00","1.2402"
"513050","2021-12-14 00:00:00","1.2667"
"513050","2021-12-13 00:00:00","1.2709"
"513050","2021-12-10 00:00:00","1.2819"
"513050","2021-12-09 00:00:00","1.2847"
"513050","2021-12-08 00:00:00","1.2852"
"513050","2021-12-07 00:00:00","1.2849"
"513050","2021-12-06 00:00:00","1.2371"
"513050","2021-12-03 00:00:00","1.2295"
"513050","2021-12-02 00:00:00","1.2904"
"513050","2021-12-01 00:00:00","1.2906"
"513050","2021-11-30 00:00:00","1.2935"
"513050","2021-11-29 00:00:00","1.3209"
"513050","2021-11-26 00:00:00","1.3439"
"513050","2021-11-25 00:00:00","1.387"
"513050","2021-11-24 00:00:00","1.3795"
"513050","2021-11-23 00:00:00","1.3747"
"513050","2021-11-22 00:00:00","1.4006"
"513050","2021-11-19 00:00:00","1.4222"
"513050","2021-11-18 00:00:00","1.4321"
"513050","2021-11-17 00:00:00","1.4971"
"513050","2021-11-16 00:00:00","1.5224"
"513050","2021-11-15 00:00:00","1.4965"
"513050","2021-11-12 00:00:00","1.5003"
"513050","2021-11-11 00:00:00","1.4862"
"513050","2021-11-10 00:00:00","1.4518"
"513050","2021-11-09 00:00:00","1.4131"
"513050","2021-11-08 00:00:00","1.4182"
"513050","2021-11-05 00:00:00","1.4156"
"513050","2021-11-04 00:00:00","1.4538"
"513050","2021-11-03 00:00:00","1.4516"
"513050","2021-11-02 00:00:00","1.4342"
"513050","2021-11-01 00:00:00","1.4667"
"513050","2021-10-29 00:00:00","1.4436"
"513050","2021-10-28 00:00:00","1.478"
"513050","2021-10-27 00:00:00","1.4725"
"513050","2021-10-26 00:00:00","1.5056"
"513050","2021-10-25 00:00:00","1.5461"
"513050","2021-10-22 00:00:00","1.5579"
"513050","2021-10-21 00:00:00","1.5503"
"513050","2021-10-20 00:00:00","1.5641"
"513050","2021-10-19 00:00:00","1.5448"
"513050","2021-10-18 00:00:00","1.4989"
"513050","2021-10-15 00:00:00","1.496"
"513050","2021-10-14 00:00:00","1.4712"
"513050","2021-10-13 00:00:00","1.4829"
"513050","2021-10-12 00:00:00","1.459"
"513050","2021-10-11 00:00:00","1.4874"
"513050","2021-10-08 00:00:00","1.4535"
"513050","2021-09-30 00:00:00","1.3837"
"513050","2021-09-29 00:00:00","1.3799"
"513050","2021-09-28 00:00:00","1.4019"
"513050","2021-09-27 00:00:00","1.3995"
"513050","2021-09-24 00:00:00","1.3751"
"513050","2021-09-23 00:00:00","1.4068"
"513050","2021-09-22 00:00:00","1.3862"
"513050","2021-09-17 00:00:00","1.4275"
"513050","2021-09-16 00:00:00","1.3924"
"513050","2021-09-15 00:00:00","1.4055"
"513050","2021-09-14 00:00:00","1.4437"
"513050","2021-09-13 00:00:00","1.474"
"513050","2021-09-10 00:00:00","1.5095"
"513050","2021-09-09 00:00:00","1.4912"
"513050","2021-09-08 00:00:00","1.558"
"513050","2021-09-07 00:00:00","1.5675"
"513050","2021-09-06 00:00:00","1.5235"
"513050","2021-09-03 00:00:00","1.5086"
"513050","2021-09-02 00:00:00","1.5269"
"513050","2021-09-01 00:00:00","1.5278"
"513050","2021-08-31 00:00:00","1.487"
"513050","2021-08-30 00:00:00","1.4293"
"513050","2021-08-27 00:00:00","1.424"
"513050","2021-08-26 00:00:00","1.4431"
"513050","2021-08-25 00:00:00","1.4615"
"513050","2021-08-24 00:00:00","1.4632"
"513050","2021-08-23 00:00:00","1.3431"
"513050","2021-08-20 00:00:00","1.3122"
"513050","2021-08-19 00:00:00","1.318"
"513050","2021-08-18 00:00:00","1.3889"
"513050","2021-08-17 00:00:00","1.3804"
"513050","2021-08-16 00:00:00","1.4339"
"513050","2021-08-13 00:00:00","1.4884"
"513050","2021-08-12 00:00:00","1.5207"
"513050","2021-08-11 00:00:00","1.542"
"513050","2021-08-10 00:00:00","1.5517"
"513050","2021-08-09 00:00:00","1.5118"
"513050","2021-08-06 00:00:00","1.4834"
"513050","2021-08-05 00:00:00","1.4822"
"513050","2021-08-04 00:00:00","1.513"
"513050","2021-08-03 00:00:00","1.489"
"513050","2021-08-02 00:00:00","1.5397"
"513050","2021-07-30 00:00:00","1.5253"
"513050","2021-07-29 00:00:00","1.5706"
"513050","2021-07-28 00:00:00","1.5042"
"513050","2021-07-27 00:00:00","1.4274"
"513050","2021-07-26 00:00:00","1.5387"
"513050","2021-07-23 00:00:00","1.6794"
"513050","2021-07-22 00:00:00","1.7551"
"513050","2021-07-21 00:00:00","1.7402"
"513050","2021-07-20 00:00:00","1.7447"
"513050","2021-07-19 00:00:00","1.7473"
"513050","2021-07-16 00:00:00","1.7904"
"513050","2021-07-15 00:00:00","1.8055"
"513050","2021-07-14 00:00:00","1.7925"
"513050","2021-07-13 00:00:00","1.794"
"513050","2021-07-12 00:00:00","1.7436"
"513050","2021-07-09 00:00:00","1.7457"
"513050","2021-07-08 00:00:00","1.6959"
"513050","2021-07-07 00:00:00","1.7648"
"513050","2021-07-06 00:00:00","1.7931"
"513050","2021-07-05 00:00:00","1.8267"
"513050","2021-07-02 00:00:00","1.8638"
"513050","2021-07-01 00:00:00","1.9099"
"513050","2021-06-30 00:00:00","1.9286"
"513050","2021-06-29 00:00:00","1.9538"
"513050","2021-06-28 00:00:00","1.9519"
"513050","2021-06-25 00:00:00","1.9621"
"513050","2021-06-24 00:00:00","1.9048"
"513050","2021-06-23 00:00:00","1.8719"
"513050","2021-06-22 00:00:00","1.8332"
"513050","2021-06-21 00:00:00","1.8597"
"513050","2021-06-18 00:00:00","1.8748"
"513050","2021-06-17 00:00:00","1.8595"
"513050","2021-06-16 00:00:00","1.842"
"513050","2021-06-15 00:00:00","1.8634"
"513050","2021-06-11 00:00:00","1.8669"
"513050","2021-06-10 00:00:00","1.8739"
"513050","2021-06-09 00:00:00","1.8703"
"513050","2021-06-08 00:00:00","1.8763"
"513050","2021-06-07 00:00:00","1.8823"
"513050","2021-06-04 00:00:00","1.9172"
"513050","2021-06-03 00:00:00","1.9143"
"513050","2021-06-02 00:00:00","1.9519"
"513050","2021-06-01 00:00:00","1.9572"
"513050","2021-05-31 00:00:00","1.9019"
"513050","2021-05-28 00:00:00","1.8731"
"513050","2021-05-27 00:00:00","1.8798"
"513050","2021-05-26 00:00:00","1.898"
"513050","2021-05-25 00:00:00","1.8957"
"513050","2021-05-24 00:00:00","1.8653"
"513050","2021-05-21 00:00:00","1.8796"
"513050","2021-05-20 00:00:00","1.9196"
"513050","2021-05-19 00:00:00","1.8786"
"513050","2021-05-18 00:00:00","1.8798"
"513050","2021-05-17 00:00:00","1.8523"
"513050","2021-05-14 00:00:00","1.8271"
"513050","2021-05-13 00:00:00","1.8053"
"513050","2021-05-12 00:00:00","1.8758"
"513050","2021-05-11 00:00:00","1.863"
"513050","2021-05-10 00:00:00","1.8795"
"513050","2021-05-07 00:00:00","1.9447"
"513050","2021-05-06 00:00:00","1.9735"
"513050","2021-04-30 00:00:00","2.0163"
"513050","2021-04-29 00:00:00","2.0553"
"513050","2021-04-28 00:00:00","2.0771"
"513050","2021-04-27 00:00:00","2.0765"
"513050","2021-04-26 00:00:00","2.0663"
"513050","2021-04-23 00:00:00","2.0648"
"513050","2021-04-22 00:00:00","2.0187"
"513050","2021-04-21 00:00:00","1.9959"
"513050","2021-04-20 00:00:00","2.0081"
"513050","2021-04-19 00:00:00","2.035"
"513050","2021-04-16 00:00:00","2.0481"
"513050","2021-04-15 00:00:00","2.0281"
"513050","2021-04-14 00:00:00","2.0426"
"513050","2021-04-13 00:00:00","2.0324"
"513050","2021-04-12 00:00:00","2.0576"
"513050","2021-04-09 00:00:00","2.0436"
"513050","2021-04-08 00:00:00","2.0708"
"513050","2021-04-07 00:00:00","2.0659"
"513050","2021-04-06 00:00:00","2.1371"
"513050","2021-04-02 00:00:00","2.1191"
"513050","2021-04-01 00:00:00","2.1173"
"513050","2021-03-31 00:00:00","2.0399"
"513050","2021-03-30 00:00:00","2.0397"
"513050","2021-03-29 00:00:00","2.0127"
"513050","2021-03-26 00:00:00","2.0355"
"513050","2021-03-25 00:00:00","1.9908"
"513050","2021-03-24 00:00:00","2.0413"
"513050","2021-03-23 00:00:00","2.1275"
"513050","2021-03-22 00:00:00","2.1658"
"513050","2021-03-19 00:00:00","2.172"
"513050","2021-03-18 00:00:00","2.17"
"513050","2021-03-17 00:00:00","2.1646"
"513050","2021-03-16 00:00:00","2.1616"
"513050","2021-03-15 00:00:00","2.1391"
"513050","2021-03-12 00:00:00","2.1712"
"513050","2021-03-11 00:00:00","2.2424"
"513050","2021-03-10 00:00:00","2.1515"
"513050","2021-03-09 00:00:00","2.1599"
"513050","2021-03-08 00:00:00","2.071"
"513050","2021-03-05 00:00:00","2.2114"
"513050","2021-03-04 00:00:00","2.2211"
"513050","2021-03-03 00:00:00","2.3243"
"513050","2021-03-02 00:00:00","2.3151"
"513050","2021-03-01 00:00:00","2.3472"
"513050","2021-02-26 00:00:00","2.2502"
"513050","2021-02-25 00:00:00","2.3187"
"513050","2021-02-24 00:00:00","2.3536"
"513050","2021-02-23 00:00:00","2.4303"
"513050","2021-02-22 00:00:00","2.4581"
"513050","2021-02-19 00:00:00","2.5636"
"513050","2021-02-18 00:00:00","2.5439"
"513050","2021-02-10 00:00:00","2.5531"
"513050","2021-02-09 00:00:00","2.497"
"513050","2021-02-08 00:00:00","2.4642"
"513050","2021-02-05 00:00:00","2.4688"
"513050","2021-02-04 00:00:00","2.4632"
"513050","2021-02-03 00:00:00","2.4604"
"513050","2021-02-02 00:00:00","2.4091"
"513050","2021-02-01 00:00:00","2.3852"
"513050","2021-01-29 00:00:00","2.2853"
"513050","2021-01-28 00:00:00","2.3175"
"513050","2021-01-27 00:00:00","2.3446"
"513050","2021-01-26 00:00:00","2.4135"
"513050","2021-01-25 00:00:00","2.4823"
"513050","2021-01-22 00:00:00","2.3567"
"513050","2021-01-21 00:00:00","2.3504"
"513050","2021-01-20 00:00:00","2.3606"
"513050","2021-01-19 00:00:00","2.2553"
"513050","2021-01-18 00:00:00","2.1961"
"513050","2021-01-15 00:00:00","2.1622"
"513050","2021-01-14 00:00:00","2.1711"
"513050","2021-01-13 00:00:00","2.0998"
"513050","2021-01-12 00:00:00","2.0877"
"513050","2021-01-11 00:00:00","2.0882"
"513050","2021-01-08 00:00:00","2.1142"
"513050","2021-01-07 00:00:00","2.0492"
"513050","2021-01-06 00:00:00","2.0788"
"513050","2021-01-05 00:00:00","2.1136"
"513050","2021-01-04 00:00:00","2.0585"
"162605","2022-03-04 00:00:00","2.559"
"162605","2022-03-03 00:00:00","2.576"
"162605","2022-03-02 00:00:00","2.628"
"162605","2022-03-01 00:00:00","2.664"
"162605","2022-02-28 00:00:00","2.632"
"162605","2022-02-25 00:00:00","2.636"
"162605","2022-02-24 00:00:00","2.589"
"162605","2022-02-23 00:00:00","2.657"
"162605","2022-02-22 00:00:00","2.635"
"162605","2022-02-21 00:00:00","2.684"
"162605","2022-02-18 00:00:00","2.697"
"162605","2022-02-17 00:00:00","2.685"
"162605","2022-02-16 00:00:00","2.693"
"162605","2022-02-15 00:00:00","2.682"
"162605","2022-02-14 00:00:00","2.633"
"162605","2022-02-11 00:00:00","2.612"
"162605","2022-02-10 00:00:00","2.621"
"162605","2022-02-09 00:00:00","2.635"
"162605","2022-02-08 00:00:00","2.589"
"162605","2022-02-07 00:00:00","2.644"
"162605","2022-01-28 00:00:00","2.645"
"162605","2022-01-27 00:00:00","2.677"
"162605","2022-01-26 00:00:00","2.714"
"162605","2022-01-25 00:00:00","2.709"
"162605","2022-01-24 00:00:00","2.748"
"162605","2022-01-21 00:00:00","2.757"
"162605","2022-01-20 00:00:00","2.756"
"162605","2022-01-19 00:00:00","2.715"
"162605","2022-01-18 00:00:00","2.751"
"162605","2022-01-17 00:00:00","2.721"
"162605","2022-01-14 00:00:00","2.721"
"162605","2022-01-13 00:00:00","2.734"
"162605","2022-01-12 00:00:00","2.807"
"162605","2022-01-11 00:00:00","2.775"
"162605","2022-01-10 00:00:00","2.809"
"162605","2022-01-07 00:00:00","2.81"
"162605","2022-01-06 00:00:00","2.84"
"162605","2022-01-05 00:00:00","2.893"
"162605","2022-01-04 00:00:00","2.906"
"162605","2021-12-31 00:00:00","2.96"
"162605","2021-12-30 00:00:00","2.969"
"162605","2021-12-29 00:00:00","2.943"
"162605","2021-12-28 00:00:00","3.032"
"162605","2021-12-27 00:00:00","2.999"
"162605","2021-12-24 00:00:00","3.001"
"162605","2021-12-23 00:00:00","2.969"
"162605","2021-12-22 00:00:00","2.94"
"162605","2021-12-21 00:00:00","2.938"
"162605","2021-12-20 00:00:00","2.922"
"162605","2021-12-17 00:00:00","2.945"
"162605","2021-12-16 00:00:00","3.01"
"162605","2021-12-15 00:00:00","3.016"
"162605","2021-12-14 00:00:00","3.081"
"162605","2021-12-13 00:00:00","3.058"
"162605","2021-12-10 00:00:00","3.059"
"162605","2021-12-09 00:00:00","3.074"
"162605","2021-12-08 00:00:00","3.003"
"162605","2021-12-07 00:00:00","2.935"
"162605","2021-12-06 00:00:00","2.918"
"162605","2021-12-03 00:00:00","2.926"
"162605","2021-12-02 00:00:00","2.858"
"162605","2021-12-01 00:00:00","2.873"
"162605","2021-11-30 00:00:00","2.868"
"162605","2021-11-29 00:00:00","2.902"
"162605","2021-11-26 00:00:00","2.901"
"162605","2021-11-25 00:00:00","2.912"
"162605","2021-11-24 00:00:00","2.924"
"162605","2021-11-23 00:00:00","2.877"
"162605","2021-11-22 00:00:00","2.891"
"162605","2021-11-19 00:00:00","2.9"
"162605","2021-11-18 00:00:00","2.879"
"162605","2021-11-17 00:00:00","2.909"
"162605","2021-11-16 00:00:00","2.923"
"162605","2021-11-15 00:00:00","2.843"
"162605","2021-11-12 00:00:00","2.825"
"162605","2021-11-11 00:00:00","2.856"
"162605","2021-11-10 00:00:00","2.841"
"162605","2021-11-09 00:00:00","2.872"
"162605","2021-11-08 00:00:00","2.886"
"162605","2021-11-05 00:00:00","2.918"
"162605","2021-11-04 00:00:00","2.911"
"162605","2021-11-03 00:00:00","2.846"
"162605","2021-11-02 00:00:00","2.849"
"162605","2021-11-01 00:00:00","2.877"
"162605","2021-10-29 00:00:00","2.949"
"162605","2021-10-28 00:00:00","2.912"
"162605","2021-10-27 00:00:00","2.899"
"162605","2021-10-26 00:00:00","2.966"
"162605","2021-10-25 00:00:00","2.967"
"162605","2021-10-22 00:00:00","2.984"
"162605","2021-10-21 00:00:00","2.946"
"162605","2021-10-20 00:00:00","2.943"
"162605","2021-10-19 00:00:00","2.974"
"162605","2021-10-18 00:00:00","2.927"
"162605","2021-10-15 00:00:00","3.034"
"162605","2021-10-14 00:00:00","3.066"
"162605","2021-10-13 00:00:00","3.103"
"162605","2021-10-12 00:00:00","3.013"
"162605","2021-10-11 00:00:00","2.999"
"162605","2021-10-08 00:00:00","3.033"
"162605","2021-09-30 00:00:00","2.991"
"162605","2021-09-29 00:00:00","2.945"
"162605","2021-09-28 00:00:00","2.954"
"162605","2021-09-27 00:00:00","2.961"
"162605","2021-09-24 00:00:00","2.823"
"162605","2021-09-23 00:00:00","2.747"
"162605","2021-09-22 00:00:00","2.762"
"162605","2021-09-17 00:00:00","2.808"
"162605","2021-09-16 00:00:00","2.71"
"162605","2021-09-15 00:00:00","2.687"
"162605","2021-09-14 00:00:00","2.751"
"162605","2021-09-13 00:00:00","2.756"
"162605","2021-09-10 00:00:00","2.777"
"162605","2021-09-09 00:00:00","2.739"
"162605","2021-09-08 00:00:00","2.748"
"162605","2021-09-07 00:00:00","2.789"
"162605","2021-09-06 00:00:00","2.789"
"162605","2021-09-03 00:00:00","2.704"
"162605","2021-09-02 00:00:00","2.662"
"162605","2021-09-01 00:00:00","2.721"
"162605","2021-08-31 00:00:00","2.65"
"162605","2021-08-30 00:00:00","2.689"
"162605","2021-08-27 00:00:00","2.683"
"162605","2021-08-26 00:00:00","2.698"
"162605","2021-08-25 00:00:00","2.769"
"162605","2021-08-24 00:00:00","2.721"
"162605","2021-08-23 00:00:00","2.665"
"162605","2021-08-20 00:00:00","2.622"
"162605","2021-08-19 00:00:00","2.77"
"162605","2021-08-18 00:00:00","2.796"
"162605","2021-08-17 00:00:00","2.814"
"162605","2021-08-16 00:00:00","2.936"
"162605","2021-08-13 00:00:00","2.919"
"162605","2021-08-12 00:00:00","2.916"
"162605","2021-08-11 00:00:00","2.975"
"162605","2021-08-10 00:00:00","3.036"
"162605","2021-08-09 00:00:00","2.924"
"162605","2021-08-06 00:00:00","2.885"
"162605","2021-08-05 00:00:00","2.925"
"162605","2021-08-04 00:00:00","2.952"
"162605","2021-08-03 00:00:00","3.003"
"162605","2021-08-02 00:00:00","2.926"
"162605","2021-07-30 00:00:00","2.855"
"162605","2021-07-29 00:00:00","2.986"
"162605","2021-07-28 00:00:00","2.971"
"162605","2021-07-27 00:00:00","2.927"
"162605","2021-07-26 00:00:00","3.036"
"162605","2021-07-23 00:00:00","3.203"
"162605","2021-07-22 00:00:00","3.276"
"162605","2021-07-21 00:00:00","3.33"
"162605","2021-07-20 00:00:00","3.328"
"162605","2021-07-19 00:00:00","3.33"
"162605","2021-07-16 00:00:00","3.273"
"162605","2021-07-15 00:00:00","3.343"
"162605","2021-07-14 00:00:00","3.307"
"162605","2021-07-13 00:00:00","3.307"
"162605","2021-07-12 00:00:00","3.284"
"162605","2021-07-09 00:00:00","3.195"
"162605","2021-07-08 00:00:00","3.24"
"162605","2021-07-07 00:00:00","3.305"
"162605","2021-07-06 00:00:00","3.249"
"162605","2021-07-05 00:00:00","3.3"
"162605","2021-07-02 00:00:00","3.318"
"162605","2021-07-01 00:00:00","3.467"
"162605","2021-06-30 00:00:00","3.418"
"162605","2021-06-29 00:00:00","3.386"
"162605","2021-06-28 00:00:00","3.416"
"162605","2021-06-25 00:00:00","3.385"
"162605","2021-06-24 00:00:00","3.335"
"162605","2021-06-23 00:00:00","3.332"
"162605","2021-06-22 00:00:00","3.367"
"162605","2021-06-21 00:00:00","3.322"
"162605","2021-06-18 00:00:00","3.332"
"162605","2021-06-17 00:00:00","3.348"
"162605","2021-06-16 00:00:00","3.332"
"162605","2021-06-15 00:00:00","3.41"
"162605","2021-06-11 00:00:00","3.439"
"162605","2021-06-10 00:00:00","3.492"
"162605","2021-06-09 00:00:00","3.449"
"162605","2021-06-08 00:00:00","3.442"
"162605","2021-06-07 00:00:00","3.547"
"162605","2021-06-04 00:00:00","3.553"
"162605","2021-06-03 00:00:00","3.532"
"162605","2021-06-02 00:00:00","3.537"
"162605","2021-06-01 00:00:00","3.574"
"162605","2021-05-31 00:00:00","3.537"
"162605","2021-05-28 00:00:00","3.543"
"162605","2021-05-27 00:00:00","3.579"
"162605","2021-05-26 00:00:00","3.568"
"162605","2021-05-25 00:00:00","3.598"
"162605","2021-05-24 00:00:00","3.465"
"162605","2021-05-21 00:00:00","3.428"
"162605","2021-05-20 00:00:00","3.456"
"162605","2021-05-19 00:00:00","3.43"
"162605","2021-05-18 00:00:00","3.436"
"162605","2021-05-17 00:00:00","3.445"
"162605","2021-05-14 00:00:00","3.34"
"162605","2021-05-13 00:00:00","3.278"
"162605","2021-05-12 00:00:00","3.286"
"162605","2021-05-11 00:00:00","3.236"
"162605","2021-05-10 00:00:00","3.165"
"162605","2021-05-07 00:00:00","3.185"
"162605","2021-05-06 00:00:00","3.26"
"162605","2021-04-30 00:00:00","3.382"
"162605","2021-04-29 00:00:00","3.417"
"162605","2021-04-28 00:00:00","3.407"
"162605","2021-04-27 00:00:00","3.361"
"162605","2021-04-26 00:00:00","3.301"
"162605","2021-04-23 00:00:00","3.338"
"162605","2021-04-22 00:00:00","3.255"
"162605","2021-04-21 00:00:00","3.271"
"162605","2021-04-20 00:00:00","3.232"
"162605","2021-04-19 00:00:00","3.201"
"162605","2021-04-19 00:00:00","3.137"
"162605","2021-04-16 00:00:00","3.137"
"162605","2021-04-15 00:00:00","3.113"
"162605","2021-04-14 00:00:00","3.146"
"162605","2021-04-13 00:00:00","3.105"
"162605","2021-04-12 00:00:00","3.102"
"162605","2021-04-09 00:00:00","3.152"
"162605","2021-04-08 00:00:00","3.23"
"162605","2021-04-07 00:00:00","3.176"
"162605","2021-04-06 00:00:00","3.25"
"162605","2021-04-02 00:00:00","3.302"
"162605","2021-04-01 00:00:00","3.213"
"162605","2021-03-31 00:00:00","3.134"
"162605","2021-03-30 00:00:00","3.19"
"162605","2021-03-29 00:00:00","3.131"
"162605","2021-03-26 00:00:00","3.107"
"162605","2021-03-25 00:00:00","3.002"
"162605","2021-03-24 00:00:00","2.994"
"162605","2021-03-23 00:00:00","2.988"
"162605","2021-03-22 00:00:00","2.986"
"162605","2021-03-19 00:00:00","2.981"
"162605","2021-03-18 00:00:00","3.068"
"162605","2021-03-17 00:00:00","2.998"
"162605","2021-03-16 00:00:00","2.955"
"162605","2021-03-15 00:00:00","2.917"
"162605","2021-03-12 00:00:00","3.055"
"162605","2021-03-11 00:00:00","3.035"
"162605","2021-03-10 00:00:00","2.946"
"162605","2021-03-09 00:00:00","2.837"
"162605","2021-03-08 00:00:00","2.901"
"162605","2021-03-05 00:00:00","3.112"
"162605","2021-03-04 00:00:00","3.109"
"162605","2021-03-03 00:00:00","3.263"
"162605","2021-03-02 00:00:00","3.201"
"162605","2021-03-01 00:00:00","3.287"
"162605","2021-02-26 00:00:00","3.254"
"162605","2021-02-25 00:00:00","3.325"
"162605","2021-02-24 00:00:00","3.338"
"162605","2021-02-23 00:00:00","3.494"
"162605","2021-02-22 00:00:00","3.503"
"162605","2021-02-19 00:00:00","3.732"
"162605","2021-02-18 00:00:00","3.73"
"162605","2021-02-10 00:00:00","3.883"
"162605","2021-02-09 00:00:00","3.752"
"162605","2021-02-08 00:00:00","3.682"
"162605","2021-02-05 00:00:00","3.634"
"162605","2021-02-04 00:00:00","3.549"
"162605","2021-02-03 00:00:00","3.536"
"162605","2021-02-02 00:00:00","3.536"
"162605","2021-02-01 00:00:00","3.433"
"162605","2021-01-29 00:00:00","3.408"
"162605","2021-01-28 00:00:00","3.38"
"162605","2021-01-27 00:00:00","3.465"
"162605","2021-01-26 00:00:00","3.488"
"162605","2021-01-25 00:00:00","3.589"
"162605","2021-01-22 00:00:00","3.455"
"162605","2021-01-21 00:00:00","3.394"
"162605","2021-01-20 00:00:00","3.32"
"162605","2021-01-19 00:00:00","3.263"
"162605","2021-01-18 00:00:00","3.344"
"162605","2021-01-15 00:00:00","3.508"
"162605","2021-01-14 00:00:00","3.525"
"162605","2021-01-13 00:00:00","3.619"
"162605","2021-01-12 00:00:00","3.69"
"162605","2021-01-11 00:00:00","3.589"
"162605","2021-01-08 00:00:00","3.658"
"162605","2021-01-07 00:00:00","3.748"
"162605","2021-01-06 00:00:00","3.657"
"162605","2021-01-05 00:00:00","3.617"
"162605","2021-01-04 00:00:00","3.503"
"161725","2022-03-04 00:00:00","1.142"
"161725","2022-03-03 00:00:00","1.1553"
"161725","2022-03-02 00:00:00","1.1954"
"161725","2022-03-01 00:00:00","1.2066"
"161725","2022-02-28 00:00:00","1.1812"
